Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y2022,Y2022F
56,'214,Dominican Republic,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,59.7048,E
56,'214,Dominican Republic,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,53.3737,E
56,'214,Dominican Republic,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,893.96,I
56,'214,Dominican Republic,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,,
56,'214,Dominican Republic,1020,'02292,Raw milk of goats,5510,Production,t,,
56,'214,Dominican Republic,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,61.2298,E
56,'214,Dominican Republic,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,55.9793,E
56,'214,Dominican Republic,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,914.25,I
56,'214,Dominican Republic,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.141,E
56,'214,Dominican Republic,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,782.4307,E
56,'214,Dominican Republic,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,365454.05,A
56,'214,Dominican Republic,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.367,E
56,'214,Dominican Republic,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,87.7593,E
56,'214,Dominican Republic,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,239144.64,A
56,'214,Dominican Republic,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.8016,E
56,'214,Dominican Republic,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,205.1591,E
56,'214,Dominican Republic,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,73228.58,A
58,'218,Ecuador,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.2108,E
58,'218,Ecuador,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,352.8639,E
58,'218,Ecuador,1718,'F1718,Cereals excluding rice,5510,Production,t,1674319.27,E
58,'218,Ecuador,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,1.8456,E
58,'218,Ecuador,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,2312.1461,E
58,'218,Ecuador,27,'0113,Rice,5510,Production,t,1252800,A
58,'218,Ecuador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,27.8079,E
58,'218,Ecuador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,6090.4742,E
58,'218,Ecuador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,219019.23,I
58,'218,Ecuador,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,1.1011,E
58,'218,Ecuador,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,2056.3366,E
58,'218,Ecuador,882,'02211,Raw milk of cattle,5510,Production,t,1867489.71,E
58,'218,Ecuador,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,7.1215,E
58,'218,Ecuador,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2.0191,E
58,'218,Ecuador,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,283.52,E
58,'218,Ecuador,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,4.8444,E
58,'218,Ecuador,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,3.5421,E
58,'218,Ecuador,1020,'02292,Raw milk of goats,5510,Production,t,731.17,I
58,'218,Ecuador,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,13.7876,E
58,'218,Ecuador,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,94.7311,E
58,'218,Ecuador,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,6870.74,I
58,'218,Ecuador,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,5.8255,E
58,'218,Ecuador,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,24.0287,E
58,'218,Ecuador,982,'02291,Raw milk of sheep,5510,Production,t,4124.76,I
58,'218,Ecuador,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.177,E
58,'218,Ecuador,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,604.6169,E
58,'218,Ecuador,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,513694,A
58,'218,Ecuador,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.3397,E
58,'218,Ecuador,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,58.0132,E
58,'218,Ecuador,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,170770.55,I
58,'218,Ecuador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.9974,E
58,'218,Ecuador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,199.7882,E
58,'218,Ecuador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,200310.92,I
59,'818,Egypt,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.2764,E
59,'818,Egypt,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,5013.7037,E
59,'818,Egypt,1718,'F1718,Cereals excluding rice,5510,Production,t,18138176.55,E
59,'818,Egypt,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,1.0701,E
59,'818,Egypt,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,6206.4539,E
59,'818,Egypt,27,'0113,Rice,5510,Production,t,5800000,X
59,'818,Egypt,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,4.3008,E
59,'818,Egypt,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1777.6826,E
59,'818,Egypt,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,413333.74,I
59,'818,Egypt,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,0.7232,E
59,'818,Egypt,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,3143.8987,E
59,'818,Egypt,882,'02211,Raw milk of cattle,5510,Production,t,4347333.33,E
59,'818,Egypt,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,5.0437,E
59,'818,Egypt,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,73.0792,E
59,'818,Egypt,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,14489.3,E
59,'818,Egypt,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,4.9346,E
59,'818,Egypt,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,164.487,E
59,'818,Egypt,1020,'02292,Raw milk of goats,5510,Production,t,33333.33,E
59,'818,Egypt,947,'21112,"Meat of buffalo, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,7.0174,E
59,'818,Egypt,947,'21112,"Meat of buffalo, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1384.3821,E
59,'818,Egypt,947,'21112,"Meat of buffalo, fresh or chilled",5510,Production,t,197277.79,I
59,'818,Egypt,951,'02212,Raw milk of buffalo,71761,Emissions intensity,kg CO2eq/kg,1.1565,E
59,'818,Egypt,951,'02212,Raw milk of buffalo,723113,Emissions (CO2eq) (AR5),kt,1475.7311,E
59,'818,Egypt,951,'02212,Raw milk of buffalo,5510,Production,t,1276000,E
59,'818,Egypt,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.4474,E
59,'818,Egypt,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,117.5628,E
59,'818,Egypt,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,48036.12,I
59,'818,Egypt,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,4.9298,E
59,'818,Egypt,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,334.011,E
59,'818,Egypt,982,'02291,Raw milk of sheep,5510,Production,t,67753.09,E
59,'818,Egypt,1130,'02293,Raw milk of camel,723113,Emissions (CO2eq) (AR5),kt,,
59,'818,Egypt,1130,'02293,Raw milk of camel,5510,Production,t,,
59,'818,Egypt,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.427,E
59,'818,Egypt,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1077.5486,E
59,'818,Egypt,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,2523466.38,I
59,'818,Egypt,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.3297,E
59,'818,Egypt,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,202.4974,E
59,'818,Egypt,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,614154.46,I
59,'818,Egypt,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,8.1384,E
59,'818,Egypt,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,5.3895,E
59,'818,Egypt,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,662.23,I
60,'222,El Salvador,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.1348,E
60,'222,El Salvador,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,125.4076,E
60,'222,El Salvador,1718,'F1718,Cereals excluding rice,5510,Production,t,930000,E
60,'222,El Salvador,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,0.2715,E
60,'222,El Salvador,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,6.2444,E
60,'222,El Salvador,27,'0113,Rice,5510,Production,t,23000,X
60,'222,El Salvador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,47.38,E
60,'222,El Salvador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,880.461,E
60,'222,El Salvador,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,18582.96,I
60,'222,El Salvador,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,2.3945,E
60,'222,El Salvador,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,873.0306,E
60,'222,El Salvador,882,'02211,Raw milk of cattle,5510,Production,t,364596.54,E
60,'222,El Salvador,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,41.2576,E
60,'222,El Salvador,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,3.3035,E
60,'222,El Salvador,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,80.07,I
60,'222,El Salvador,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,31.522,E
60,'222,El Salvador,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.2095,E
60,'222,El Salvador,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,38.37,I
60,'222,El Salvador,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.2729,E
60,'222,El Salvador,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,44.1262,E
60,'222,El Salvador,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,161680.15,I
60,'222,El Salvador,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.5697,E
60,'222,El Salvador,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,35.7263,E
60,'222,El Salvador,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,62709.2,E
60,'222,El Salvador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,6.5784,E
60,'222,El Salvador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,35.0469,E
60,'222,El Salvador,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,5327.57,I
61,'226,Equatorial Guinea,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,0.7871,E
61,'226,Equatorial Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,132.3575,E
61,'226,Equatorial Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,6.4339,E
61,'226,Equatorial Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,48.61,I
61,'226,Equatorial Guinea,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,0.9831,E
61,'226,Equatorial Guinea,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,47.0671,E
61,'226,Equatorial Guinea,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2.343,E
61,'226,Equatorial Guinea,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,49.78,I
61,'226,Equatorial Guinea,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,84.084,E
61,'226,Equatorial Guinea,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,9.0466,E
61,'226,Equatorial Guinea,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,107.59,I
61,'226,Equatorial Guinea,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,4.9054,E
61,'226,Equatorial Guinea,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.2866,E
61,'226,Equatorial Guinea,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,262.28,I
61,'226,Equatorial Guinea,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,1.6524,E
61,'226,Equatorial Guinea,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,0.4102,E
61,'226,Equatorial Guinea,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,248.24,E
61,'226,Equatorial Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,10.3775,E
61,'226,Equatorial Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.8719,E
61,'226,Equatorial Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,180.38,I
178,'232,Eritrea,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.1522,E
178,'232,Eritrea,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,41.8456,E
178,'232,Eritrea,1718,'F1718,Cereals excluding rice,5510,Production,t,275000,E
178,'232,Eritrea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,73.5152,E
178,'232,Eritrea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1834.6332,E
178,'232,Eritrea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,24955.83,I
178,'232,Eritrea,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,11.2666,E
178,'232,Eritrea,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,1351.9895,E
178,'232,Eritrea,882,'02211,Raw milk of cattle,5510,Production,t,120000,E
178,'232,Eritrea,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,63.8749,E
178,'232,Eritrea,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,404.4588,E
178,'232,Eritrea,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,6332.05,I
178,'232,Eritrea,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,4.6545,E
178,'232,Eritrea,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,43.8054,E
178,'232,Eritrea,1020,'02292,Raw milk of goats,5510,Production,t,9411.5,I
178,'232,Eritrea,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,72.0647,E
178,'232,Eritrea,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,485.6195,E
178,'232,Eritrea,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,6738.66,I
178,'232,Eritrea,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,8.7757,E
178,'232,Eritrea,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,51.2087,E
178,'232,Eritrea,982,'02291,Raw milk of sheep,5510,Production,t,5835.27,I
178,'232,Eritrea,1130,'02293,Raw milk of camel,71761,Emissions intensity,kg CO2eq/kg,9.8599,E
178,'232,Eritrea,1130,'02293,Raw milk of camel,723113,Emissions (CO2eq) (AR5),kt,121.883,E
178,'232,Eritrea,1130,'02293,Raw milk of camel,5510,Production,t,12361.47,I
178,'232,Eritrea,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.2052,E
178,'232,Eritrea,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2.4295,E
178,'232,Eritrea,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,1101.69,I
178,'232,Eritrea,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,1.4727,E
178,'232,Eritrea,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,3.2551,E
178,'232,Eritrea,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,2210.22,E
63,'233,Estonia,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.1483,E
63,'233,Estonia,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,221.6733,E
63,'233,Estonia,1718,'F1718,Cereals excluding rice,5510,Production,t,1494630,E
63,'233,Estonia,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,30.1577,E
63,'233,Estonia,27,'0113,Rice,5510,Production,t,0,A
63,'233,Estonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,41.403,E
63,'233,Estonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,363.104,E
63,'233,Estonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,8770,A
63,'233,Estonia,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,0.4614,E
63,'233,Estonia,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,391.3048,E
63,'233,Estonia,882,'02211,Raw milk of cattle,5510,Production,t,848100,A
63,'233,Estonia,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,99.8,E
63,'233,Estonia,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0.998,E
63,'233,Estonia,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,10,A
63,'233,Estonia,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,,
63,'233,Estonia,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,,
63,'233,Estonia,1020,'02292,Raw milk of goats,5510,Production,t,500,A
63,'233,Estonia,947,'21112,"Meat of buffalo, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0,E
63,'233,Estonia,951,'02212,Raw milk of buffalo,5510,Production,t,0,A
63,'233,Estonia,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,75.5793,E
63,'233,Estonia,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,20.4064,E
63,'233,Estonia,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,270,A
63,'233,Estonia,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,,
63,'233,Estonia,982,'02291,Raw milk of sheep,5510,Production,t,0,A
63,'233,Estonia,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.2322,E
63,'233,Estonia,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,5.3646,E
63,'233,Estonia,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,23100,A
63,'233,Estonia,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.5424,E
63,'233,Estonia,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,5.6956,E
63,'233,Estonia,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,10500,A
63,'233,Estonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.8054,E
63,'233,Estonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,78.0461,E
63,'233,Estonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,43230,A
209,'748,Eswatini,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.346,E
209,'748,Eswatini,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,44.5221,E
209,'748,Eswatini,1718,'F1718,Cereals excluding rice,5510,Production,t,128693.73,E
209,'748,Eswatini,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,3.5857,E
209,'748,Eswatini,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,3.5857,E
209,'748,Eswatini,27,'0113,Rice,5510,Production,t,1000,X
209,'748,Eswatini,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,36.2444,E
209,'748,Eswatini,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,612.1639,E
209,'748,Eswatini,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,16889.88,I
209,'748,Eswatini,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,6.348,E
209,'748,Eswatini,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,252.1354,E
209,'748,Eswatini,882,'02211,Raw milk of cattle,5510,Production,t,39718.9,I
209,'748,Eswatini,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,37.7044,E
209,'748,Eswatini,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,59.4349,E
209,'748,Eswatini,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,1576.34,I
209,'748,Eswatini,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,11.4167,E
209,'748,Eswatini,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,8.1531,E
209,'748,Eswatini,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,714.14,I
209,'748,Eswatini,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.5795,E
209,'748,Eswatini,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,14.0746,E
209,'748,Eswatini,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,5456.37,I
209,'748,Eswatini,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.768,E
209,'748,Eswatini,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,1.0283,E
209,'748,Eswatini,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,1339.01,E
209,'748,Eswatini,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,6.6192,E
209,'748,Eswatini,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,9.4543,E
209,'748,Eswatini,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,1428.32,I
238,'231,Ethiopia,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.114,E
238,'231,Ethiopia,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,2850.0866,E
238,'231,Ethiopia,1718,'F1718,Cereals excluding rice,5510,Production,t,25003765.99,E
238,'231,Ethiopia,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,1.4804,E
238,'231,Ethiopia,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,307.9148,E
238,'231,Ethiopia,27,'0113,Rice,5510,Production,t,208000,X
238,'231,Ethiopia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,181.1621,E
238,'231,Ethiopia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,76064.2185,E
238,'231,Ethiopia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,419868.38,I
238,'231,Ethiopia,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,4.0953,E
238,'231,Ethiopia,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,17001.3035,E
238,'231,Ethiopia,882,'02211,Raw milk of cattle,5510,Production,t,4151456.33,E
238,'231,Ethiopia,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,81.4046,E
238,'231,Ethiopia,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,11207.3607,E
238,'231,Ethiopia,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,137674.75,I
238,'231,Ethiopia,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,6.6207,E
238,'231,Ethiopia,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,382.7509,E
238,'231,Ethiopia,1020,'02292,Raw milk of goats,5510,Production,t,57811.01,I
238,'231,Ethiopia,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,66.5254,E
